Day,Month,Year,MinPressure,MaxPressure,MinVapour,MaxVapour,MinRelativeHumidity,MaxRelativeHumidity,MinTemperature,MaxTemperature,Rain,MinRadiation,MaxRadiation
17,12,1989,1015.8,1019.3,15.2,14.4,58,57,26.6,14.8,0,,
18,12,1989,1016.5,1019.9,16.2,16,57,63,27.4,15.4,0,,
19,12,1989,1016.6,1019.9,17.3,14.6,61,62,28.4,14.3,0,,
20,12,1989,1016,1017.9,16.2,18.1,61,75,27.5,14,0,,
21,12,1989,1013.7,1016.1,17.4,18.8,62,85,27.8,14.7,0,,
22,12,1989,1012.9,1015.4,18.3,19.4,65,85,27.3,14.6,0,,
23,12,1989,1012.7,1013.5,19.3,21.3,64,89,28.4,13.4,0,,
24,12,1989,1011.4,1016.1,18.8,18.5,63,90,28.6,16.4,0,,
25,12,1989,1013,1016.6,18.6,18.2,64,86,27.4,15.9,0,,
26,12,1989,1012.3,1015.7,20.5,14.8,70,73,27.6,17.1,0,,
27,12,1989,1012.8,1016.1,15.9,16.9,85,82,18.5,12.9,1.8,,
28,12,1989,1012.7,1019.2,16.3,15.3,71,78,23.2,13.2,0,,
29,12,1989,1015.2,1020.2,14.3,13.1,62,70,24.6,10.5,0,,
30,12,1989,1015.6,1019.6,13.6,13.3,63,80,23,9.3,0,,
31,12,1989,1013.8,1015.9,12.1,11.5,57,61,22.3,12.4,0,,
1,1,1990,1012.4,1017,12.7,10.1,53,57,23.5,9.5,0,,
2,1,1990,1013.1,1016.9,9.7,11.6,42,65,29.7,11,0,,
3,1,1990,1014.3,1018.4,12.9,11.2,57,69,23.4,10,0,,
4,1,1990,1015,1019.1,8.8,11.5,39,77,23.4,9,0,,
5,1,1990,1015.5,1020.8,11.9,12.5,54,71,24,8.6,0,,
6,1,1990,1016.5,1020.5,11.2,10.9,48,56,24.4,9.6,0,,
7,1,1990,1016.9,1019.9,12,12.9,52,69,24.2,9.6,0,,
8,1,1990,1015.3,1020.1,12.5,11.5,47,59,25.6,11.4,0,,
9,1,1990,1015.7,1019.3,14,12.3,55,63,26.4,11,0,,
10,1,1990,1013.9,1017,13.6,11.2,51,60,26.8,11.4,0,,
11,1,1990,1012.9,1016.3,10.9,11.3,47,73,23.8,10.1,0,,
12,1,1990,1011.8,1016,13.5,13.6,56,70,24.5,10.6,0,,
13,1,1990,1012.4,1015.1,13.7,14.5,59,76,24.2,11.2,0,,
14,1,1990,1010.3,1013.1,14.7,16.2,56,84,26,12.3,0,,
15,1,1990,1010.2,1014.1,15.5,17.5,57,92,27.9,13,0,,
16,1,1990,1010.5,1015.9,15.5,16.3,50,75,29.2,14.3,0,,
17,1,1990,1010.6,1014.4,15.8,15.8,58,77,26.2,13,0,,
18,1,1990,1009.5,1012.5,13.5,13.7,49,61,26.6,12,0,,
19,1,1990,1007.8,1012.1,14.6,15.1,46,65,29.2,14.1,0,,
20,1,1990,1008.1,1012.8,15.8,17.4,53,84,27.9,14.9,0,,
21,1,1990,1008.5,1013.3,19.3,19.5,67,88,26.6,15.8,0,,
22,1,1990,1010.3,1014.2,20.9,17.1,69,96,27.5,14.8,0,,
23,1,1990,1011.5,1015,21.1,21.3,64,81,29.2,16.8,0,,
24,1,1990,1011.2,1016.1,26.4,21.8,59,80,29.4,16.7,0,,
25,1,1990,1011.2,1016.5,13.5,17.7,43,76,28.8,16,0,,
26,1,1990,1011.7,1016.6,15.9,16.9,49,68,28.5,16.4,0,,
27,1,1990,1012.6,1015.8,17.6,21.6,54,85,29.2,16.4,0,,
28,1,1990,1011.7,1015.3,18.2,22.7,53,86,29.9,17.8,0,,
29,1,1990,1011.3,1014.4,16.9,24.9,48,86,31,20.2,0,,
30,1,1990,1011.1,1014.5,19.4,17.7,58,65,31.4,19.5,0,,
31,1,1990,1011.3,1016.1,15.3,17.5,42,64,30.6,19.1,0,,
1,2,1990,1012.2,1014.6,12.9,16.6,36,56,30.5,14.7,0,,
2,2,1990,1010.2,1014.5,20.6,24.7,54,91,31.8,20.2,0,,
3,2,1990,1010.9,1018.3,12.8,13.2,38,52,29.4,17.6,0,,
4,2,1990,1013.7,1016.9,15.7,11.3,49,48,28.7,14.7,0,,
5,2,1990,1010.7,1014.3,16.3,16.2,48,61,29.6,19,0,,
6,2,1990,1011.8,1018.6,20,12.9,60,52,30,17.2,0,,
7,2,1990,1011.8,1021,16.8,14.1,49,53,29,16.8,0,,
8,2,1990,1016,1018.4,15.7,17.1,44,73,30.4,16.3,0,,
9,2,1990,1013,1017.2,22.5,23.4,57,75,30.8,18.7,0,,
10,2,1990,1012.6,1018.7,16.9,27.4,42,96,32.6,18.9,0,,
11,2,1990,1015.8,1020.1,18.6,17.8,48,74,32.4,19.1,0,,
12,2,1990,1015.7,1018.4,18.8,18.5,55,65,28.8,17.6,0,,
13,2,1990,1014.6,1017.1,19.5,23.8,53,77,27.6,18.3,0,,
14,2,1990,1012.5,1016.4,17.9,20.5,46,87,31.4,18.3,12.4,,
15,2,1990,1013.1,1014.4,20.5,20.4,87,87,22,15.5,2.1,,
16,2,1990,1009.7,1013,22.5,18.6,74,75,26.9,15.4,0,,
17,2,1990,1010.8,1013.7,21.3,19.6,66,72,27.8,18.7,0,,
18,2,1990,1010.5,1013.2,20.4,16.7,65,60,27.4,18.2,0,,
19,2,1990,1009.7,1013.2,23.4,20.5,84,92,28.4,18,6.9,,
20,2,1990,1009.8,1012.5,20.8,22.4,68,78,26.2,17.7,0,,
21,2,1990,1007.7,1010.3,22.2,20.4,74,65,26.2,18.2,13,,
22,2,1990,1006.5,1011.1,21.8,17.7,70,69,28,17.2,10.3,,
23,2,1990,1007.8,1011.5,27.9,19.9,57,74,27,17.6,0,,
24,2,1990,1008.5,1013.4,14.4,20.4,48,74,27.6,17.3,0,,
25,2,1990,1009,1011.3,18.1,21.6,72,81,29,16.9,23.7,,
26,2,1990,1006.1,1009.3,20.6,22.1,61,91,29.8,18.4,5,,
27,2,1990,1005.1,1010.5,22.7,23.7,72,96,27.8,18.5,0,,
28,2,1990,1008.2,1013.6,16.4,24,42,76,31.4,20.1,0,,
1,3,1990,1010.2,1012.2,19.3,26.3,50,91,30.9,21.2,0,,
2,3,1990,1008.2,1010.1,26.4,22.9,84,80,29.6,21.4,6,,
3,3,1990,1007.5,1011.9,15.2,19.3,50,78,28,18.9,2.2,,
4,3,1990,1009.9,1012.5,16,16.1,60,79,24.4,18.2,0,,
5,3,1990,1009.7,1014.5,16.6,20.1,56,77,26.2,16,0,,
6,3,1990,1010.4,1014.7,15.2,18.6,46,74,28,19.2,0.8,,
7,3,1990,1011.8,1017,18.6,18.9,78,75,21.9,16.2,1.9,,
8,3,1990,1013.3,1016.6,17.6,21.3,54,75,27.6,17.1,0,,
9,3,1990,1012.1,1016.2,16.9,18.9,48,66,30.2,18.2,0.8,,
10,3,1990,1012.1,1017.4,18.6,22.7,52,67,30.4,20,0,,
11,3,1990,1013.1,1017.5,24.3,25.5,66,83,31.2,18.9,0,,
12,3,1990,1012.7,1014.6,21.4,19.9,58,64,30.5,21.3,0,,
13,3,1990,1010,1014.2,20,18.4,58,78,30.4,18.2,0,,
14,3,1990,1010.2,1014.5,19.4,21.3,63,71,28.6,18,0,,
15,3,1990,1012.2,1015.9,18.6,20.8,52,62,29.2,18.2,0,,
16,3,1990,1012.5,1016,19,24.4,51,75,30.5,19.5,0,,
17,3,1990,1013.5,1017.5,19.7,18.1,51,52,30.8,19.8,0,,
18,3,1990,1013.6,1016.8,18.5,18.8,45,51,32.2,19.6,0,,
19,3,1990,1011.7,1014.2,20.5,23.4,47,63,32.9,20.8,0,,
20,3,1990,1009.1,1011.5,20.9,25.5,48,65,34.2,21.7,0,,
21,3,1990,1006.2,1008.9,28.8,23.1,63,57,35.8,23.1,1.3,,
22,3,1990,1004.4,1008.9,32.1,28.1,70,68,35.6,24,1.3,,
23,3,1990,1005.1,1007.3,32.4,31.7,72,79,36.3,24.5,0,,
24,3,1990,1003.9,1008,24.9,31.5,75,85,36.1,23.8,4.4,,
25,3,1990,1005.4,1011.4,25.5,24.1,93,91,33.6,21.8,21.1,,
26,3,1990,1008.6,1012.7,25.8,23.4,80,93,27,20,0,,
27,3,1990,1008.4,1011.9,21.8,28.9,63,92,28.5,21,0,,
28,3,1990,1008.7,1011.7,22.7,22.8,93,87,28.2,19.1,9.2,,
29,3,1990,1003.6,1012.3,25.5,26.4,83,81,28.2,20.4,0.4,,
30,3,1990,1009.9,1012.4,22.9,27.1,94,90,28.8,20,7.5,,
31,3,1990,1008.1,1010.9,24.3,32.2,59,87,32.1,24,0,,
1,4,1990,1006.3,1010,25.9,28.1,65,87,33,20.1,4.6,,
2,4,1990,1004.1,1009.7,29.3,22.5,69,64,32.5,21.9,0,,
3,4,1990,1006.5,1011.4,17.6,21.6,43,68,32.3,21.9,0,,
4,4,1990,1007.3,1011.9,23.5,21.8,86,78,31.6,19.4,1.2,,
5,4,1990,1008.6,1012.4,20.5,15.4,66,59,27,15.8,5.2,,
6,4,1990,1008.3,1012.4,19.1,25.2,51,75,30.4,20.7,0,,
7,4,1990,1007.2,1011.8,26.7,31.5,77,80,30.8,23.2,0,,
8,4,1990,1006.7,1008.7,23.1,29.7,53,75,32.8,22.6,0,,
9,4,1990,1002.6,1004.6,20.9,31.7,57,82,34,24.1,0,,
10,4,1990,998.7,1004.1,22.5,30.4,45,73,35.1,25.8,0,,
11,4,1990,1000.8,1006.4,15.6,31.9,32,77,36,25.1,0,,
12,4,1990,1002.3,1005.8,17.6,30.9,32,73,37.3,25.9,0,,
13,4,1990,1001.1,1005.3,34.8,33,69,77,37.8,26.6,0,,
14,4,1990,1001.2,1003.5,34,30.5,79,70,34,26.4,0,,
15,4,1990,1000.3,1005.2,35,32.4,67,78,37.4,26.7,0,,
16,4,1990,1002.3,1007.2,31.1,32.1,68,75,35,27,0,,
17,4,1990,1003.9,1007.9,33.2,29.7,72,69,34.3,26.4,0,,
18,4,1990,1002.9,1004.5,33.6,28.3,75,65,36,27,0,,
19,4,1990,1000.1,1003.2,30.9,30.4,67,69,36,26.8,0,,
20,4,1990,997.1,1001.7,32.1,33.6,75,75,33.4,27.7,0,,
21,4,1990,997.4,1004.2,33.8,34.6,74,80,35,27.6,0,,
22,4,1990,996.4,1006.1,32.1,26.1,75,77,36,27.8,0,,
23,4,1990,1004.3,1007.3,34.4,34.2,71,74,35.6,27.7,0,,
24,4,1990,1003.2,1006.5,32.6,34.4,69,81,35.7,27.2,0,,
25,4,1990,1002.9,1006.9,32.4,31.9,70,71,35.7,26.9,0,,
26,4,1990,1003.7,1008.4,32.1,32.8,70,76,34.8,26,0,,
27,4,1990,1004.4,1008.4,31.7,31.9,70,71,34.9,27.7,0,,
28,4,1990,1003.9,1007.1,30.7,26.1,69,67,34.3,24.6,0,,
29,4,1990,1003.5,1009.2,33.4,23.4,77,57,34.4,24.6,0.8,,
30,4,1990,1005.8,1008.7,22.4,30.7,63,75,32.8,21.6,0,,
1,5,1990,1004.3,1010.5,24.3,25.2,51,72,35,23.2,0,,
2,5,1990,1004.4,1007.7,24.6,28.1,49,61,34.8,25.7,0,,
3,5,1990,1003.2,1006.1,23.7,31.9,48,71,35.5,25.5,0.5,,
4,5,1990,1007.7,1007.8,30.7,32.6,61,81,35.3,26,0,,
5,5,1990,1007.5,1009.7,26.1,26.6,86,70,35,21.7,12,,
6,5,1990,1004.5,1010.1,26.9,30.5,56,70,34.6,23.9,0,,
7,5,1990,1006.1,1011.2,29.3,29.5,60,68,35.2,24.6,0,,
8,5,1990,1005.2,1007.6,24.3,34.2,47,77,35.7,26.3,0,,
9,5,1990,1002.9,1006.1,25.6,33.2,59,78,34,26.6,0,,
10,5,1990,1003,1006.2,22.2,35.2,54,81,33.7,27.4,0,,
11,5,1990,1003.9,1008.3,28.4,31.9,59,78,35.2,24.6,1.8,,
12,5,1990,1006.1,1008.1,30,35.9,87,80,35.2,25.3,20.3,,
13,5,1990,1004.4,1005.7,32.1,34,95,85,32.2,24.3,12.9,,
14,5,1990,1000.6,1000.5,34.2,30.2,98,96,32.3,23.8,64.5,,
15,5,1990,993.6,998.3,30.7,29.3,90,84,26.8,24.5,51.9,,
16,5,1990,998.3,1001.5,25.6,26.6,71,70,32,21.7,0,,
17,5,1990,997.3,1002.2,28.4,32.6,58,69,34,26,0,,
18,5,1990,998.3,1004.7,28.9,36.7,53,79,35.2,27.6,0,,
19,5,1990,999.9,1003.1,29.5,37.1,88,87,35.2,25.6,17.4,,
20,5,1990,998.1,1002.3,30.7,35.2,80,79,34.7,25.5,3,,
21,5,1990,1003.7,1003,27.3,32.6,98,74,35.2,22.7,9.7,,
22,5,1990,998.7,1002.2,29.7,36.7,60,79,34.7,27.9,0,,
23,5,1990,1000.7,1004.8,29.1,32.4,85,76,36.1,24.1,11.4,,
24,5,1990,1000.7,1004.6,32.8,34.4,62,73,35.6,27.5,0,,
25,5,1990,1000.2,1005.4,36.7,35.9,77,76,35,27.7,0,,
26,5,1990,1000.9,1005.5,34.3,30.9,73,76,35.5,23.6,52.1,,
27,5,1990,1000.7,1003,36.9,29.3,80,70,33.8,25.1,0.5,,
28,5,1990,998.8,1001.8,38,38.2,75,77,35.4,28,0,,
29,5,1990,998.3,1001.2,37.8,37.4,74,77,36.7,29.4,0,,
30,5,1990,998.3,1001.7,29.5,32.1,86,73,35.5,26,35.9,,
31,5,1990,997,999.6,33.8,36.9,70,74,35.2,28.4,0,,
1,6,1990,997.1,1000.5,36.7,39.6,73,83,36.6,29,0.9,,
2,6,1990,998.1,1000,35,38.7,84,80,34.2,26.4,0,,
3,6,1990,996,999.7,37.1,37.4,75,88,36,24.8,10.1,,
4,6,1990,997.1,1001.2,35.9,36.5,70,77,35.8,28.4,0,,
5,6,1990,997.6,998.8,35.9,38.5,79,79,35.2,27,0,,
6,6,1990,995.9,1001.8,38.5,31.7,79,79,34.8,23.6,47.6,,
7,6,1990,999.1,1002.6,39.1,37.1,84,83,33.4,27.5,0,,
8,6,1990,1001.2,1004.1,36.5,39.6,74,83,34.8,28,0,,
9,6,1990,999.4,1002.3,35.7,31.9,74,72,35.2,25.6,0,,
10,6,1990,999.4,1002.3,35.7,31.9,74,72,35.2,25.6,0,,
11,6,1990,998.1,1001.6,34.6,36.3,76,76,35.4,27.3,0,,
12,6,1990,998,1001.3,36.3,37.4,65,74,36.1,28.3,0,,
13,6,1990,996.4,997.8,34.2,36.3,86,87,35.6,26.8,4.1,,
14,6,1990,994.1,995.5,33,34.4,81,97,33,26,21.5,,
15,6,1990,995.5,1000.7,34.4,34,92,85,29.3,25.7,25,,
16,6,1990,999,1000.6,35.2,33.2,92,83,33.2,25.3,26.9,,
17,6,1990,997.4,999.3,37.6,36.9,89,81,34,27.4,1.1,,
18,6,1990,996.5,998.3,36.3,35.4,87,87,34.2,26.2,13.3,,
19,6,1990,994.9,997.7,36.3,34,94,79,33.6,26.4,13.3,,
20,6,1990,995,999.3,36.7,35.4,87,95,33,26.4,15.6,,
21,6,1990,997,1000,36.1,37.8,85,84,32.2,27.4,0,,
22,6,1990,997.4,998.7,36.1,37.8,88,84,32,27.6,0.5,,
23,6,1990,995.4,996.4,38.5,38.2,85,88,34.5,28.5,0,,
24,6,1990,993.7,996.7,37.1,35.4,93,84,33.3,27.5,9.8,,
25,6,1990,995,996.7,35,37.4,98,88,33.6,26.4,27.2,,
26,6,1990,994.5,997.4,36.1,35.7,88,74,34.9,26.8,0,,
27,6,1990,994.2,995.8,33.8,34.6,80,86,32.6,25.3,28,,
28,6,1990,996.6,1001.2,33.8,34.6,83,86,31.2,25.5,3,,
29,6,1990,997.2,999.7,37.1,33,85,75,33,27.6,0,,
30,6,1990,997.1,998.3,35.4,36.7,80,79,34.2,28.1,0,,
1,7,1990,995.1,997.2,39.6,32.4,87,92,34.9,24.7,78.9,,
2,7,1990,994.7,995.9,34,33,89,95,31.2,25.5,16.7,,
3,7,1990,994.1,998.2,33.6,34.4,89,97,29.4,25.2,27.6,,
4,7,1990,996.6,1000.9,34,35.4,95,94,31.6,25.1,41.9,,
5,7,1990,999.2,1002,34,35.1,95,94,31.7,26.4,10.5,,
6,7,1990,1001,1004,32.1,32.4,94,89,31,25.1,33,,
7,7,1990,994.1,998.2,33.6,34.4,89,97,29.4,25.2,27.6,,
8,7,1990,1001.6,1003.6,31.9,32.4,83,89,30.4,26.6,1.1,,
9,7,1990,1000.2,1001.6,32.8,33.4,89,90,31.7,26,0.3,,
10,7,1990,999.1,1001.2,30.4,31.9,98,87,29.2,24.1,29.9,,
11,7,1990,997.8,999.5,32.1,31.9,75,83,31.6,26,0,,
12,7,1990,996.8,999.5,33,32.4,81,97,32.3,25.2,82.1,,
13,7,1990,998.5,997.3,33.6,34.2,92,86,31,26,17.3,,
14,7,1990,994.9,997.3,33.4,35.9,87,83,31.7,26.7,11,,
15,7,1990,995.6,1001.5,33,34,81,79,33.4,26.4,7.4,,
16,7,1990,999.9,1001.9,34,33.8,82,80,32,25.4,3,,
17,7,1990,999.8,1000.1,34.2,32.6,94,81,32.7,26,6.5,,
18,7,1990,996.6,998.9,33.4,34.4,83,79,34,26.7,20,,
19,7,1990,996.3,999,32.8,33.8,85,83,34,26.8,0,,
20,7,1990,996.6,997.6,34,33.6,95,92,33,26.2,88,,
21,7,1990,995.6,997,33.4,31.7,86,75,30.2,26.7,23.2,,
22,7,1990,994.3,998.1,33.2,33.8,76,77,31.8,26.4,0,,
23,7,1990,995.5,999.5,33.4,33,90,81,33.8,27.2,2.2,,
24,7,1990,997.5,1000.9,34.2,33.8,83,83,31.8,27,9.3,,
25,7,1990,998.6,1001.1,30.7,34.4,69,79,33.6,27,0.3,,
26,7,1990,998.2,999.6,31.5,33,74,81,34.2,27.6,0,,
27,7,1990,996.4,999,33.8,35.2,94,88,31,24.9,3.5,,
28,7,1990,997.3,999.8,31.9,34.2,93,98,31.8,25.5,72.8,,
29,7,1990,997.9,1002.1,34.4,32.4,97,85,28.8,25.5,72.8,,
30,7,1990,999.7,1001.8,33,33.8,86,90,31.7,24.6,31.3,,
1,8,1990,997.4,1000.9,32.6,36.1,95,92,33.8,25.4,59.6,,
2,8,1990,999,1003.5,32.6,31.1,93,87,29.2,25,14.5,,
3,8,1990,1001.1,1005.6,34.2,35.9,86,87,29.8,25.2,7,,
4,8,1990,1003.1,1006.4,33.4,34.4,86,81,32.4,26.6,62.1,,
5,8,1990,1002.2,1005.4,33.2,34.8,72,77,32.4,27.6,0.3,,
6,8,1990,1002.2,1005.3,29.7,34.8,60,71,33.8,28,0,,
7,8,1990,1002.8,1006.1,31.3,34.4,89,81,32.8,26.2,16.3,,
8,8,1990,1002,1006.7,33.4,33.8,86,77,33.4,26.2,7,,
10,8,1990,1004.3,1007.1,32.2,32.8,74,72,33.2,27,0,,
11,8,1990,1003.4,1005.1,33.4,34.4,74,79,33.5,27.6,0,,
12,8,1990,1001.1,1002.3,33,36.5,68,81,34.6,27.8,0,,
13,8,1990,998.9,1002.4,33.8,34.8,74,81,34.2,27.5,0,,
14,8,1990,999.1,1001.5,34.6,33.4,86,86,33.8,27.4,0,,
15,8,1990,998.5,1001.2,33.4,32.8,83,85,32.2,26.6,7,,
16,8,1990,999.3,1003.3,33.4,32.4,79,89,30.4,26.5,6.3,,
17,8,1990,1000.6,1002.5,34,31.3,92,77,31.2,25.8,8.3,,
18,8,1990,999.4,1001,33.6,35.2,89,85,31.2,26.5,7.5,,
19,8,1990,997,1001.1,32.8,33,72,81,33.2,27,0,,
20,8,1990,997.4,1000.6,32.4,33.6,67,76,34,27.6,0,,
21,8,1990,996.3,1000.9,32,32.8,70,76,33.6,25,4.5,,
22,8,1990,998.4,1002.9,33.6,34,75,85,32.2,26.6,12.7,,
23,8,1990,1001,1004.7,34,34.6,79,82,33,26.8,1.6,,
24,8,1990,1001.7,1004.7,33,34.2,75,76,33.8,27.4,0,,
25,8,1990,1001.2,1003.4,38.5,35.2,89,79,34.6,26.5,8.4,,
26,8,1990,1003.4,1002.2,35.2,32.8,79,97,34.7,25.7,4,,
27,8,1990,1001.3,1002.9,33.6,35.2,97,88,33.1,25.6,19.1,,
28,8,1990,999.9,1003.3,35.2,34,85,82,33.4,26.8,1,,
29,8,1990,1001.3,1004.8,34,33,92,83,31.4,26.4,9.1,,
30,8,1990,999.7,1003.8,32.6,31.3,74,71,32.8,26.2,0,,
1,9,1990,999,1003.9,31.1,34.4,64,81,33.8,27.8,0,,
2,9,1990,1000.6,1004.2,31.9,29.1,90,96,35.5,23.6,95.6,,
3,9,1990,998.9,996.5,34,33.4,95,98,27.3,25.8,32.2,,
4,9,1990,995.9,1001,32.2,34.4,90,92,29.3,24.7,33,,
5,9,1990,998.4,1002.7,34.4,32.4,88,82,31.2,26,4.3,,
6,9,1990,1001,1005.7,34.2,33.4,91,79,31,24.9,13.2,,
7,9,1990,1003.4,1007.3,33.4,32.4,79,79,32.4,26,2.1,,
8,9,1990,1004.6,1007.6,33.8,34.6,83,82,33,26.6,0,,
9,9,1990,1002.5,1003.2,32.6,36.5,74,81,33.8,27.4,0,,
10,9,1990,1000.8,1002.8,33.6,35.7,92,77,33.2,26.6,10.6,,
11,9,1990,1001.4,1004.3,30.5,33.4,100,86,34.1,24.4,41.9,,
12,9,1990,1000.3,1003.2,33.6,33.2,78,78,33,27,0,,
13,9,1990,998.7,1003,33,34.6,81,82,32.4,26.4,0,,
14,9,1990,1001,1006.9,34.4,34.8,92,85,31.8,25.4,22,,
15,9,1990,1004.1,1008.4,35.7,34.6,92,82,31.5,26.4,6,,
16,9,1990,1004.2,1006.5,33.4,33.2,79,76,32.7,27,1.6,,
17,9,1990,1001.7,1005.1,36.1,37.1,95,87,33.4,26.4,93.1,,
18,9,1990,1002.2,1003.8,36.5,37.6,85,89,32.8,27,0,,
19,9,1990,1001.1,1004.2,31.5,33.6,93,89,31.5,25.3,24.6,,
20,9,1990,1002.2,1005.6,31.3,31.9,92,95,31,25.3,13.1,,
21,9,1990,1002.5,1007.1,32.6,33.6,87,89,29.4,25.8,10.7,,
22,9,1990,1004.1,1007.7,34,34.8,85,85,31.4,26,0.5,,
23,9,1990,1003.3,1007.8,34.6,34.4,82,79,33.4,26.3,0,,
24,9,1990,1003.2,1008,32.6,33,77,75,33.9,26.1,0,,
25,9,1990,1005.3,1009.8,31.9,33.2,77,78,33.4,25.6,16.8,,
26,9,1990,1007.2,1010.1,33,34.8,83,89,32.4,25.4,0.5,,
27,9,1990,1006.3,1009.1,28.9,31.3,70,71,33.2,27.1,0,,
28,9,1990,1005.9,1008.7,32.1,33.8,75,80,34.4,25.3,0.1,,
29,9,1990,1004.5,1007.3,31.5,38.2,74,84,33.4,27,0.5,,
30,9,1990,1005.4,1008.5,31.1,24.8,95,89,31.6,25,57.1,,
1,11,1990,1010.1,1014.3,21,17.3,60,55,30.6,17.9,0,,
2,11,1990,1010.2,1012.8,21.3,23.7,61,68,29.8,20.7,0,,
3,11,1990,1010.1,1011.5,24.6,29.3,67,90,30.7,23.6,1.2,,
4,11,1990,1008.3,1008,29.8,28.8,88,96,28.4,23,13.2,,
5,11,1990,1005,1008.3,30,30.7,95,95,26.2,24,5.6,,
6,11,1990,1005.8,1010.4,30.5,31.3,89,97,29.3,23.6,0,,
7,11,1990,1007.2,1008.9,29.3,30.9,90,86,27.3,24.2,10.8,,
8,11,1990,1005,1008.8,30,29.5,81,86,30.2,24.6,0,,
9,11,1990,1006.2,1011.6,25.3,19,69,58,30.8,21.3,0,,
10,11,1990,1008,1011.8,20.1,19,64,58,30.7,21.5,0,,
11,11,1990,1008.8,1011.6,24.7,26.9,64,75,31.2,23.1,0,,
12,11,1990,1009,1014.4,29.3,28.9,75,95,31.6,23.2,1.7,,
13,11,1990,1011.8,1016.2,29.8,27.3,80,71,29.8,23.3,0,,
14,11,1990,1013,1016.9,26.4,24.6,67,67,31.6,23.3,0,,
15,11,1990,1012.6,1015.3,23.2,20.2,60,58,32.2,20.8,0,,
16,11,1990,1011.3,1014.2,22.2,20,59,60,31.4,20.6,0,,
17,11,1990,1009.4,1014,21.6,18.8,61,63,30.6,19,0,,
18,11,1990,1010,1014.4,18.2,18.8,53,63,30.5,18.4,0,,
19,11,1990,1010.9,1015.3,20,17.8,60,64,29.7,17.4,0,,
20,11,1990,1012.3,1016.3,21.4,21.3,64,66,29.8,18.2,0,,
21,11,1990,1013.2,1017.2,21,21.1,60,67,30.8,19.3,0,,
22,11,1990,1013.8,1016.7,21.4,20.2,62,64,30.3,18.4,0,,
23,11,1990,1013.9,1016.7,21.6,20.1,63,67,30.2,20.1,0,,
24,11,1990,1013.8,1016.5,22.5,20.2,64,64,29.8,19,0,,
25,11,1990,1013.1,1017.4,22.5,21.6,64,68,30.2,20.3,0,,
26,11,1990,1014.8,1017.5,19.2,14.5,64,52,30,18.7,0,,
27,11,1990,1015.1,1017.9,17.3,14.3,55,55,28.4,15.8,0,,
28,11,1990,1013.3,1016.4,17.5,14.5,58,56,28.2,14.8,0,,
29,11,1990,1010.4,1013.8,16.7,15.9,60,65,27,14.8,0,,
30,11,1990,1009.8,1014,17.4,14.5,60,56,28.6,14.6,0,,
1,12,1990,1010.8,1013.8,14.9,19,53,71,28.8,14.6,0,,
2,12,1990,1010.5,1016.2,19.5,23.2,62,98,28.6,17,0,,
3,12,1990,1013.5,1019.2,21.4,23.8,64,83,28.8,18.5,0,,
4,12,1990,1016.5,1022.4,21.1,21.6,69,81,29,16.4,0,,
5,12,1990,1018.8,1021.9,19.5,15,65,59,29.2,14.7,0,,
6,12,1990,1017.5,1018.9,17.4,17.7,60,69,27.8,16.8,0,,
7,12,1990,1015.6,1018.7,19.3,17.4,67,70,28.2,16.2,0,,
8,12,1990,1015.3,1019.3,18.4,17.1,60,70,28.8,16,0,,
9,12,1990,1015,1018.1,18.9,13.6,64,54,28.4,14,0,,
10,12,1990,1014.1,1016.4,14.1,16.1,50,66,27.2,13.6,0,,
11,12,1990,1013.5,1018.1,15.8,15,56,56,27.6,15,0,,
12,12,1990,1016.2,1019.9,17.6,15.7,57,65,28,16,0,,
13,12,1990,1015.3,1017.4,18.9,14.7,57,65,27.3,14,0,,
14,12,1990,1013.4,1017.1,16.5,14.3,60,62,26.8,13.4,0,,
15,12,1990,1013.4,1017.2,17.3,16,67,78,25.6,14.6,0,,
16,12,1990,1013.2,1016.5,17.6,17,67,79,26,14,0,,
17,12,1990,1013.1,1015.6,17.4,20.2,60,80,26.6,19.8,0,,
18,12,1990,1012.4,1013.3,18.9,19,80,86,24.2,17.6,3.5,,
19,12,1990,1010.7,1016.4,19.6,19.1,77,85,23.8,14.8,0,,
20,12,1990,1013.6,1017.5,18.3,15.9,65,69,26.7,14.6,0,,
21,12,1990,1014.3,1017.3,17.5,13.3,64,64,26.5,13,0,,
22,12,1990,1013.9,1016.8,15.4,11.2,60,56,25.6,11.2,0,,
23,12,1990,1013.8,1018.5,13,10.4,56,50,24.4,11.6,0,,
24,12,1990,1014.5,1017.4,11.5,11.4,46,57,26,11.4,0,,
25,12,1990,1013.8,1018,13.2,13.6,56,70,25.2,11.1,0,,
26,12,1990,1013.8,1018.9,13.3,13.3,55,65,24.6,10.6,0,,
27,12,1990,1015.4,1018.7,13.3,11.8,55,61,25.8,10.8,0,,
28,12,1990,1014.5,1017.2,14.9,14.6,57,78,26.4,11.6,0,,
29,12,1990,1013.6,1017.4,15,15.3,56,71,27.3,11.6,0,,
30,12,1990,1013.7,1017.3,17.3,16.2,64,78,28,12.2,0,,
31,12,1990,1013,1016.3,17,16,63,82,27.8,12,0,,
1,1,1991,1010.8,1012.6,17.3,17.4,64,96,27,13,0,1.88,1.36
2,1,1991,1009.3,1012,22.4,21.7,89,94,27.3,18.1,16.3,1.25,1.05
